pick,nomination_number,player,position,tier,nominating_team,nominator,winning_team,winner,sale_price,price,bidder_count,second_highest_bid,sale_is_organic,sale_has_competing_bid,forced_final_slot,budget_before,budget_after,slots_before,slots_after,minimum_reserve_after,winner_archetype,seed
8,8,Tee Higgins,WR,1,Travis,Travis,Brandon,Brandon,78.0,78.0,10,77.0,True,True,False,184.0,106.0,9,8,8,tier_controller,15
9,9,Bucky Irving,RB,1,Reid,Reid,Evan,Evan,77.79466666666669,77.79466666666669,10,76.79466666666669,True,True,False,184.0,106.21,9,8,8,value_purist,15
10,10,Jaylen Warren,RB,2,Brandon,Brandon,Evan,Evan,77.21,77.21,10,76.21,True,True,False,106.21,29.0,8,7,7,value_purist,15
11,11,Kenny Gainwell,RB,3,Evan,Evan,Travis,Travis,76.2448888888889,76.2448888888889,10,75.2448888888889,True,True,False,264.0,187.76,9,8,8,balanced,15
12,12,Joe Flacco,QB,5,James,James,James,James,1.0,1.0,1,0.0,True,False,False,44.37,43.37,8,7,7,anchor,15
13,13,Geno Smith,QB,11,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,15.0,14.0,8,7,7,anchor,15
14,14,Josh Jacobs,RB,1,CJ,CJ,Reid,Reid,59.64,59.64,11,57.64,True,True,False,83.21,23.57,8,7,7,stars_and_scrubs,15
15,15,Bill Croskey-Merritt,RB,4,Shane,Shane,Jason,Jason,58.64,58.64,10,57.64,True,True,False,209.0,150.36,9,8,8,balanced,15
16,16,Terry McLaurin,WR,2,Sam,Sam,Coby,Coby,49.0,49.0,10,48.0,True,True,False,274.0,225.0,9,8,8,price_enforcer,15
17,17,Jonathon Brooks,RB,2,Coby,Coby,Travis,Travis,48.0,48.0,10,47.0,True,True,False,187.76,139.76,8,7,7,balanced,15
18,18,James Cook,RB,2,Brad,Brad,Coby,Coby,46.332187333333344,46.332187333333344,10,42.332187333333344,True,True,False,225.0,178.67,8,7,7,price_enforcer,15
19,19,DK Metcalf,WR,3,Jason,Jason,Jason,Jason,41.0,41.0,9,40.0,True,True,False,150.36,109.36,8,7,7,balanced,15
20,20,Chuba Hubbard,RB,3,Travis,Travis,Brad,Brad,39.64,39.64,10,39.0,True,True,False,46.64,7.0,8,7,7,emotional,15
21,21,RJ Harvey,RB,3,Reid,Reid,Sam,Sam,37.37480888888889,37.37480888888889,9,36.37480888888889,True,True,False,46.0,8.63,8,7,7,positional_extremist_wr,15
22,22,DeVonta Smith,WR,1,Brandon,Brandon,Coby,Coby,35.29,35.29,8,34.29,True,True,False,178.67,143.38,7,6,6,price_enforcer,15
23,23,DJ Moore,WR,2,Evan,Evan,Brandon,Brandon,40.100977777777786,40.100977777777786,8,38.29,True,True,False,106.0,65.9,8,7,7,tier_controller,15
24,24,Carnell Tate,WR,3,James,James,Travis,Travis,31.10741555555556,31.10741555555556,7,30.10741555555556,True,True,False,139.76,108.65,7,6,6,balanced,15
25,25,Courtland Sutton,WR,4,Ryan J,Ryan J,Jason,Jason,29.99380266666667,29.99380266666667,8,29.799073333333343,True,True,False,109.36,79.37,7,6,6,balanced,15
26,26,Nick Chubb,RB,5,CJ,CJ,Travis,Travis,29.686088722222227,29.686088722222227,8,28.686088722222227,True,True,False,108.65,78.96,6,5,5,balanced,15
27,27,Justin Fields,QB,8,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,34.29,33.29,8,7,7,emotional,15
28,28,Joe Burrow,QB,1,Sam,Sam,Coby,Coby,25.46208,25.46208,8,24.46208,True,True,False,143.38,117.92,6,5,5,price_enforcer,15
29,29,JK Dobbins,RB,5,Coby,Coby,Brandon,Brandon,24.368355555555556,24.368355555555556,7,23.438718888888893,True,True,False,65.9,41.53,7,6,6,tier_controller,15
30,30,Jacory Croskey-Merritt,RB,4,Brad,Brad,Shane,Shane,24.561128888888888,24.561128888888888,9,23.561128888888888,True,True,False,33.29,8.73,7,6,6,emotional,15
31,31,Michael Penix Jr.,QB,10,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,79.37,78.37,6,5,5,balanced,15
32,32,Jacoby Brissett,QB,10,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,78.96,77.96,5,4,4,balanced,15
33,33,Rashee Rice,WR,1,Reid,Reid,Coby,Coby,23.479182222222224,23.479182222222224,7,22.57,True,True,False,117.92,94.44,5,4,4,price_enforcer,15
34,34,Mike Evans,WR,3,Brandon,Brandon,Evan,Evan,19.775366666666663,19.775366666666663,7,18.775366666666663,True,True,False,29.0,9.22,7,6,6,value_purist,15
35,35,Aaron Jones Sr,RB,4,Evan,Evan,Jason,Jason,18.800092222222226,18.800092222222226,7,18.70173777777778,True,True,False,78.37,59.57,5,4,4,balanced,15
36,36,Davante Adams,WR,2,James,James,Travis,Travis,18.628108888888885,18.628108888888885,7,18.583693333333333,True,True,False,77.96,59.33,4,3,3,balanced,15
37,37,Romeo Doubs,WR,5,Ryan J,Ryan J,Coby,Coby,16.532594,16.532594,7,15.532594,True,True,False,94.44,77.91,4,3,3,price_enforcer,15
38,38,Travis Etienne,RB,5,CJ,CJ,Reid,Reid,15.265804444444443,15.265804444444443,7,14.265804444444443,True,True,False,23.57,8.3,7,6,6,stars_and_scrubs,15
39,39,Chris Godwin Jr,WR,3,Shane,Shane,Coby,Coby,15.008472222222222,15.008472222222222,7,14.008472222222222,True,True,False,77.91,62.9,3,2,2,price_enforcer,15
40,40,Keaton Mitchell,RB,6,Sam,Sam,Jason,Jason,15.40976616666667,15.40976616666667,7,15.347682166666667,True,True,False,59.57,44.16,4,3,3,balanced,15
41,41,Austin Ekeler,RB,6,Coby,Coby,Travis,Travis,13.0,13.0,6,12.0,True,True,False,59.33,46.33,3,2,2,balanced,15
42,42,Josh Downs,WR,4,Brad,Brad,Coby,Coby,11.807759444444445,11.807759444444445,7,10.807759444444445,True,True,False,62.9,51.09,2,1,1,price_enforcer,15
43,43,Jalen Hurts,QB,1,Jason,Jason,Brandon,Brandon,12.840403666666667,12.840403666666667,6,11.840403666666667,True,True,False,41.53,28.69,6,5,5,tier_controller,15
44,44,Travis Kelce,TE,1,Travis,Travis,Travis,Travis,11.792271944444446,11.792271944444446,6,11.0,True,True,False,46.33,34.54,2,1,1,balanced,15
45,45,Ricky Pearsall,WR,6,Reid,Reid,Jason,Jason,11.141351666666665,11.141351666666665,7,10.141351666666665,True,True,False,44.16,33.02,3,2,2,balanced,15
46,46,Zach Charbonnet,RB,5,Brandon,Brandon,Coby,Coby,9.197040000000001,9.197040000000001,6,8.197040000000001,True,True,False,51.09,41.89,1,0,0,price_enforcer,15
47,47,Josh Allen,QB,1,Evan,Evan,James,James,8.746283333333334,8.746283333333334,5,7.89430888888889,True,True,False,43.37,34.62,7,6,6,anchor,15
48,48,Lamar Jackson,QB,1,James,James,Travis,Travis,7.861687777777778,7.861687777777778,5,7.51571888888889,True,True,False,34.54,26.68,1,0,0,balanced,15
49,49,TJ Hockenson,TE,1,Ryan J,Ryan J,Jason,Jason,7.484533333333335,7.484533333333335,5,6.9239999999999995,True,True,False,33.02,25.54,2,1,1,balanced,15
50,50,Matthew Golden,WR,4,CJ,CJ,Brandon,Brandon,8.0,8.0,5,7.0,True,True,False,28.69,20.69,5,4,4,tier_controller,15
51,51,Tyler Allgeier,RB,6,Shane,Shane,James,James,7.896244999999998,7.896244999999998,5,7.003335111111112,True,True,False,34.62,26.72,6,5,5,anchor,15
52,52,Brian Robinson Jr,RB,6,Sam,Sam,Jason,Jason,5.716703333333333,5.716703333333333,5,5.0,True,True,False,25.54,19.82,1,0,0,balanced,15
53,53,Michael Pittman Jr,WR,4,Brad,Brad,James,James,5.254933333333334,5.254933333333334,4,4.340302222222223,True,True,False,26.72,21.47,5,4,4,anchor,15
54,54,Dylan Sampson,RB,7,Reid,Reid,Brandon,Brandon,5.0,5.0,4,4.0,True,True,False,20.69,15.69,4,3,3,tier_controller,15
55,55,Braelon Allen,RB,8,Brandon,Brandon,Brandon,Brandon,5.221632000000001,5.221632000000001,4,4.8146474999999995,True,True,False,15.69,10.47,3,2,2,tier_controller,15
56,56,Khalil Shakir,WR,5,Evan,Evan,James,James,4.794072083333332,4.794072083333332,3,4.220000000000001,True,True,False,21.47,16.68,4,3,3,anchor,15
57,57,Isiah Pacheco,RB,7,James,James,Evan,Evan,4.220000000000001,4.220000000000001,3,3.2247999999999992,True,True,False,9.22,5.0,6,5,5,value_purist,15
58,58,KC Concepcion,WR,6,Ryan J,Ryan J,James,James,3.0,3.0,3,2.0,True,True,False,16.68,13.68,3,2,2,anchor,15
59,59,Mike Washington Jr.,RB,7,CJ,CJ,Brandon,Brandon,3.4248533333333335,3.4248533333333335,4,3.085833333333333,True,True,False,10.47,7.05,2,1,1,tier_controller,15
60,60,George Kittle,TE,1,Shane,Shane,Ryan J,Ryan J,2.6716666666666664,2.6716666666666664,4,2.4350666666666667,True,True,False,14.0,11.33,7,6,6,anchor,15
61,61,Stefon Diggs,WR,5,Sam,Sam,Sam,Sam,2.630000000000001,2.630000000000001,3,2.4288,True,True,False,8.63,6.0,7,6,6,positional_extremist_wr,15
62,62,Mark Andrews,TE,1,Brad,Brad,James,James,2.97597,2.97597,3,2.0,True,True,False,13.68,10.7,2,1,1,anchor,15
63,63,Jakobi Meyers,WR,5,Reid,Reid,Shane,Shane,2.1922,2.1922,5,2.1338166666666667,True,True,False,8.73,6.54,6,5,5,emotional,15
64,64,Dalton Kincaid,TE,2,Brandon,Brandon,Ryan J,Ryan J,2.4430312499999998,2.4430312499999998,3,2.0,True,True,False,11.33,8.89,6,5,5,anchor,15
65,65,Alvin Kamara,RB,7,Evan,Evan,James,James,1.997333333333333,1.997333333333333,3,1.4037333333333333,True,True,False,10.7,8.7,1,0,0,anchor,15
66,66,CJ Stroud,QB,2,Ryan J,Ryan J,Ryan J,Ryan J,1.6520583333333336,1.6520583333333336,2,1.3974666666666666,True,True,False,8.89,7.24,5,4,4,anchor,15
67,67,Jajuan Jennings,WR,6,CJ,CJ,Brandon,Brandon,2.0,2.0,2,1.0,True,True,False,7.05,5.05,1,0,0,tier_controller,15
68,68,Tank Bigsby,RB,8,Shane,Shane,Shane,Shane,1.9271200000000002,1.9271200000000002,2,1.5961111111111113,True,True,False,6.54,4.61,5,4,4,emotional,15
69,69,Makai Lemon,WR,6,Sam,Sam,Ryan J,Ryan J,1.3273333333333335,1.3273333333333335,3,1.2222222222222223,True,True,False,7.24,5.91,4,3,3,anchor,15
70,70,Justin Herbert,QB,2,Brad,Brad,Reid,Reid,1.5816666666666668,1.5816666666666668,2,1.0,True,True,False,8.3,6.72,6,5,5,stars_and_scrubs,15
71,71,AD Mitchell,WR,7,Reid,Reid,Ryan J,Ryan J,1.211111111111111,1.211111111111111,2,1.0,True,True,False,5.91,4.7,3,2,2,anchor,15
72,72,Xavier Worthy,WR,7,Evan,Evan,Reid,Reid,1.5672222222222223,1.5672222222222223,2,1.0,True,True,False,6.72,5.15,5,4,4,stars_and_scrubs,15
73,73,Dalton Schultz,TE,3,Ryan J,Ryan J,Reid,Reid,1.56,1.56,2,1.0,True,True,False,5.15,3.59,4,3,3,stars_and_scrubs,15
74,74,Kimani Vidal,RB,9,CJ,CJ,Reid,Reid,1.5527777777777778,1.5527777777777778,2,1.0,True,True,False,3.59,2.04,3,2,2,stars_and_scrubs,15
75,75,Dak Prescott,QB,2,Shane,Shane,Shane,Shane,1.4266666666666665,1.4266666666666665,3,1.3672222222222221,True,True,False,4.61,3.18,4,3,3,emotional,15
76,76,Rashid Shaheed,WR,7,Sam,Sam,Ryan J,Ryan J,1.3608333333333333,1.3608333333333333,3,1.04,True,True,False,4.7,3.34,2,1,1,anchor,15
77,77,Kenyon Sadiq,TE,17,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,emotional,15
78,78,Durham Smythe,TE,12,Reid,Reid,Reid,Reid,1.0,1.0,1,0.0,True,False,False,2.04,1.04,2,1,1,stars_and_scrubs,15
79,79,Tyrone Tracy Jr,RB,8,Evan,Evan,Ryan J,Ryan J,1.1666666666666667,1.1666666666666667,3,1.04,True,True,False,3.34,2.17,1,0,0,anchor,15
80,80,Jake Ferguson,TE,2,CJ,CJ,Shane,Shane,1.1800000000000002,1.1800000000000002,3,1.04,True,True,False,3.18,2.0,3,2,2,emotional,15
81,81,Anthony Richardson Sr.,QB,8,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,emotional,15
82,82,Trey Lance,QB,6,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,positional_extremist_wr,15
83,83,Marcus Mariota,QB,5,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,emotional,15
84,84,Nate Boerkircher,TE,12,Reid,Reid,Reid,Reid,1.0,1.0,1,0.0,True,False,False,1.04,0.04,1,0,0,stars_and_scrubs,15
85,85,Jayden Daniels,QB,2,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,value_purist,15
86,86,Chig Okonkwo,TE,3,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,8.0,7.0,8,7,7,tier_controller,15
87,87,Dallas Goedert,TE,2,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,emotional,15
88,88,Ray Davis,RB,9,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_wr,15
89,89,Gunnar Helm,TE,16,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,emotional,15
90,90,Jonah Coleman,RB,8,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,value_purist,15
91,91,Jayden Higgins,WR,7,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,tier_controller,15
92,92,Samaje Perine,RB,9,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_wr,15
93,93,Isaiah Likely,TE,2,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,emotional,15
94,94,Keon Coleman,WR,8,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,value_purist,15
95,95,Max Klare,TE,4,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,tier_controller,15
96,96,Emmett Johnson,RB,9,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_wr,15
97,97,Adonai Mitchell,WR,8,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,emotional,15
98,98,Christian Kirk,WR,9,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,value_purist,15
99,99,Baker Mayfield,QB,3,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,tier_controller,15
100,100,James Conner,RB,10,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_wr,15
101,101,Patrick Mahomes,QB,3,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,emotional,15
102,102,Juwan Johnson,TE,3,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,value_purist,15
103,103,Cooper Kupp,WR,8,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,tier_controller,15
104,104,Brenton Strange,TE,3,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_wr,15
105,105,Chris Rodriguez Jr,RB,10,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,emotional,15
106,106,Rashod Bateman,WR,9,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,tier_controller,15
107,107,Justice Hill,RB,10,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,tier_controller,15
108,108,Jared Goff,QB,3,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,tier_controller,15
1,1,Josh Jacobs,RB,1,CJ,CJ,Shane,Shane,290.0,290.0,12,289.0,True,True,False,324.0,34.0,9,8,8,positional_extremist_rb,16
2,2,Bucky Irving,RB,1,Evan,Evan,James,James,274.0,274.0,12,270.0,True,True,False,297.0,23.0,9,8,8,stars_and_scrubs,16
3,3,Jaylen Waddle,WR,1,Jason,Jason,Coby,Coby,254.22222222222223,254.22222222222223,12,252.0,True,True,False,274.0,19.78,9,8,8,anchor,16
4,4,Rachaad White,RB,4,Travis,Travis,Travis,Travis,233.54166666666666,233.54166666666666,12,233.0,True,True,False,264.0,30.46,9,8,8,stars_and_scrubs,16
5,5,DJ Moore,WR,2,Ryan J,Ryan J,Reid,Reid,189.33333333333331,189.33333333333331,12,188.66666666666666,True,True,False,260.0,70.67,9,8,8,anchor,16
6,6,Jeremiyah Love,RB,1,Brandon,Brandon,Brad,Brad,250.0,250.0,12,249.0,True,True,False,281.0,31.0,9,8,8,positional_extremist_rb,16
7,7,Bhayshul Tuten,RB,1,Sam,Sam,Ryan J,Ryan J,201.0985675,201.0985675,12,197.0985675,True,True,False,257.0,55.9,9,8,8,stars_and_scrubs,16
8,8,James Cook,RB,2,James,James,Jason,Jason,176.0,176.0,12,173.0,True,True,False,209.0,33.0,9,8,8,positional_extremist_rb,16
9,9,Kenny Gainwell,RB,3,Brad,Brad,Evan,Evan,105.06666666666665,105.06666666666665,12,104.06666666666665,True,True,False,184.0,78.93,9,8,8,tier_controller,16
10,10,Tee Higgins,WR,1,Reid,Reid,Sam,Sam,177.0,177.0,12,176.0,True,True,False,223.0,46.0,9,8,8,positional_extremist_wr,16
11,11,JK Dobbins,RB,5,Coby,Coby,CJ,CJ,32.207168,32.207168,8,31.207168000000003,True,True,False,264.0,231.79,9,8,8,price_enforcer,16
12,12,Jordan Mason,RB,3,Shane,Shane,Brandon,Brandon,50.0,50.0,12,46.0,True,True,False,184.0,134.0,9,8,8,positional_extremist_wr,16
13,13,Tony Pollard,RB,2,CJ,CJ,Brandon,Brandon,50.75758666666667,50.75758666666667,12,49.75758666666667,True,True,False,134.0,83.24,8,7,7,positional_extremist_wr,16
14,14,DeVonta Smith,WR,1,Evan,Evan,CJ,CJ,49.577305555555554,49.577305555555554,12,48.9,True,True,False,231.79,182.21,8,7,7,price_enforcer,16
15,15,Jaylen Warren,RB,2,Jason,Jason,Ryan J,Ryan J,39.51643333333333,39.51643333333333,12,38.51643333333333,True,True,False,55.9,16.38,8,7,7,stars_and_scrubs,16
16,16,Jacory Croskey-Merritt,RB,4,Travis,Travis,CJ,CJ,33.49995,33.49995,11,32.49995,True,True,False,182.21,148.71,7,6,6,price_enforcer,16
17,17,Jonathon Brooks,RB,2,Ryan J,Ryan J,Sam,Sam,32.46042666666666,32.46042666666666,12,31.460426666666667,True,True,False,46.0,13.54,8,7,7,positional_extremist_wr,16
18,18,Chuba Hubbard,RB,3,Brandon,Brandon,CJ,CJ,28.0,28.0,10,27.0,True,True,False,148.71,120.71,6,5,5,price_enforcer,16
19,19,Deebo Samuel,WR,2,Sam,Sam,Brandon,Brandon,31.309120000000007,31.309120000000007,12,30.309120000000007,True,True,False,83.24,51.93,7,6,6,positional_extremist_wr,16
20,20,Bill Croskey-Merritt,RB,4,James,James,Evan,Evan,26.0,26.0,10,25.0,True,True,False,78.93,52.93,8,7,7,tier_controller,16
21,21,TJ Hockenson,TE,1,Brad,Brad,Shane,Shane,27.0,27.0,11,26.0,True,True,False,34.0,7.0,8,7,7,positional_extremist_rb,16
22,22,DK Metcalf,WR,3,Reid,Reid,CJ,CJ,25.067443333333333,25.067443333333333,6,25.0345875,True,True,False,120.71,95.64,5,4,4,price_enforcer,16
23,23,Terry McLaurin,WR,2,Coby,Coby,Jason,Jason,26.0,26.0,10,24.0,True,True,False,33.0,7.0,8,7,7,positional_extremist_rb,16
24,24,Nick Chubb,RB,5,Shane,Shane,Evan,Evan,19.94872888888889,19.94872888888889,7,18.947235416666665,True,True,False,52.93,32.98,7,6,6,tier_controller,16
25,25,Davante Adams,WR,2,CJ,CJ,Brad,Brad,24.0,24.0,9,23.46,True,True,False,31.0,7.0,8,7,7,positional_extremist_rb,16
26,26,Joe Burrow,QB,1,Evan,Evan,Brandon,Brandon,20.563693333333333,20.563693333333333,5,19.563693333333333,True,True,False,51.93,31.37,6,5,5,positional_extremist_wr,16
27,27,RJ Harvey,RB,3,Jason,Jason,Travis,Travis,20.489306666666668,20.489306666666668,9,19.489306666666668,True,True,False,30.46,9.97,8,7,7,stars_and_scrubs,16
28,28,Aaron Jones Sr,RB,4,Travis,Travis,CJ,CJ,16.38,16.38,8,15.379999999999999,True,True,False,95.64,79.26,4,3,3,price_enforcer,16
29,29,Josh Allen,QB,1,Ryan J,Ryan J,CJ,CJ,16.028133333333333,16.028133333333333,7,15.311833333333334,True,True,False,79.26,63.23,3,2,2,price_enforcer,16
30,30,Matthew Golden,WR,4,Brandon,Brandon,Reid,Reid,15.669831944444446,15.669831944444446,6,14.669831944444446,True,True,False,70.67,55.0,8,7,7,anchor,16
31,31,Courtland Sutton,WR,4,Sam,Sam,Brandon,Brandon,14.307383333333334,14.307383333333334,6,13.307383333333334,True,True,False,31.37,17.06,5,4,4,positional_extremist_wr,16
32,32,Tua Tagovailoa,QB,12,James,James,James,James,1.0,1.0,1,0.0,True,False,False,23.0,22.0,8,7,7,stars_and_scrubs,16
33,33,Cam Ward,QB,12,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,positional_extremist_rb,16
34,34,Rashee Rice,WR,1,Reid,Reid,James,James,13.540616666666665,13.540616666666665,7,12.540616666666665,True,True,False,22.0,8.46,7,6,6,stars_and_scrubs,16
35,35,Travis Etienne,RB,5,Coby,Coby,CJ,CJ,12.491437777777778,12.491437777777778,6,11.641666666666667,True,True,False,63.23,50.74,2,1,1,price_enforcer,16
36,36,Zach Charbonnet,RB,5,Shane,Shane,Reid,Reid,11.379999999999999,11.379999999999999,7,10.379999999999999,True,True,False,55.0,43.62,7,6,6,anchor,16
37,37,Khalil Shakir,WR,5,CJ,CJ,Evan,Evan,11.160700000000002,11.160700000000002,6,10.160700000000002,True,True,False,32.98,21.82,6,5,5,tier_controller,16
38,38,Chris Godwin Jr,WR,3,Evan,Evan,Ryan J,Ryan J,10.0,10.0,5,9.0,True,True,False,16.38,6.38,7,6,6,stars_and_scrubs,16
39,39,Carnell Tate,WR,3,Jason,Jason,Reid,Reid,10.0,10.0,6,9.0,True,True,False,43.62,33.62,6,5,5,anchor,16
40,40,Dylan Sampson,RB,7,Travis,Travis,CJ,CJ,9.022572499999997,9.022572499999997,6,8.022572499999997,True,True,False,50.74,41.72,1,0,0,price_enforcer,16
41,41,Mike Evans,WR,3,Ryan J,Ryan J,Reid,Reid,6.948133333333332,6.948133333333332,5,6.0,True,True,False,33.62,26.67,5,4,4,anchor,16
42,42,Michael Pittman Jr,WR,4,Brandon,Brandon,Brandon,Brandon,5.830771111111112,5.830771111111112,5,4.830771111111112,True,True,False,17.06,11.23,4,3,3,positional_extremist_wr,16
43,43,Brian Robinson Jr,RB,6,Sam,Sam,Reid,Reid,5.46735,5.46735,5,4.771306666666667,True,True,False,26.67,21.2,4,3,3,anchor,16
44,44,Mike Washington Jr.,RB,7,James,James,Evan,Evan,5.6441791666666665,5.6441791666666665,5,4.6441791666666665,True,True,False,21.82,16.18,5,4,4,tier_controller,16
45,45,Josh Downs,WR,4,Brad,Brad,Sam,Sam,4.772097777777779,4.772097777777779,5,4.310666666666666,True,True,False,13.54,8.77,7,6,6,positional_extremist_wr,16
46,46,Romeo Doubs,WR,5,Reid,Reid,Evan,Evan,5.591808,5.591808,4,4.9369499999999995,True,True,False,16.18,10.59,4,3,3,tier_controller,16
47,47,Mark Andrews,TE,1,Coby,Coby,Reid,Reid,4.916633333333333,4.916633333333333,4,4.9068861111111115,True,True,False,21.2,16.28,3,2,2,anchor,16
48,48,Jalen Hurts,QB,1,Shane,Shane,Coby,Coby,4.5683558333333325,4.5683558333333325,5,3.7600016666666662,True,True,False,19.78,15.21,8,7,7,anchor,16
49,49,Jakobi Meyers,WR,5,Evan,Evan,Brandon,Brandon,3.8930666666666665,3.8930666666666665,4,3.2560000000000002,True,True,False,11.23,7.34,3,2,2,positional_extremist_wr,16
50,50,Keaton Mitchell,RB,6,Jason,Jason,Reid,Reid,3.728798333333333,3.728798333333333,4,3.0,True,True,False,16.28,12.55,2,1,1,anchor,16
51,51,Austin Ekeler,RB,6,Travis,Travis,Coby,Coby,3.01665,3.01665,4,2.4890833333333333,True,True,False,15.21,12.19,7,6,6,anchor,16
52,52,Stefon Diggs,WR,5,Ryan J,Ryan J,Sam,Sam,3.0022633333333335,3.0022633333333335,5,2.478625,True,True,False,8.77,5.77,6,5,5,positional_extremist_wr,16
53,53,Jajuan Jennings,WR,6,Brandon,Brandon,Evan,Evan,3.5544746666666667,3.5544746666666667,3,3.1276555555555556,True,True,False,10.59,7.04,3,2,2,tier_controller,16
54,54,Lamar Jackson,QB,1,Sam,Sam,Reid,Reid,2.4577083333333336,2.4577083333333336,3,2.0,True,True,False,12.55,10.09,1,0,0,anchor,16
55,55,Tyler Allgeier,RB,6,James,James,Coby,Coby,2.7336074999999993,2.7336074999999993,3,2.3429120000000005,True,True,False,12.19,9.46,6,5,5,anchor,16
56,56,CJ Stroud,QB,2,Brad,Brad,Coby,Coby,1.8368166666666665,1.8368166666666665,2,1.0,True,True,False,9.46,7.62,5,4,4,anchor,16
57,57,George Kittle,TE,1,Coby,Coby,Brandon,Brandon,2.0,2.0,2,1.0,True,True,False,7.34,5.34,2,1,1,positional_extremist_wr,16
58,58,Jake Ferguson,TE,2,Shane,Shane,Evan,Evan,2.3128746666666666,2.3128746666666666,3,1.6868774999999998,True,True,False,7.04,4.73,2,1,1,tier_controller,16
59,59,Dalton Kincaid,TE,2,Evan,Evan,Evan,Evan,2.0444444444444443,2.0444444444444443,2,1.6795749999999998,True,True,False,4.73,2.69,1,0,0,tier_controller,16
60,60,Makai Lemon,WR,6,Jason,Jason,Sam,Sam,1.7699999999999996,1.7699999999999996,3,1.7663533333333332,True,True,False,5.77,4.0,5,4,4,positional_extremist_wr,16
61,61,Ricky Pearsall,WR,6,Travis,Travis,Brandon,Brandon,2.0,2.0,2,1.0,True,True,False,5.34,3.34,1,0,0,positional_extremist_wr,16
62,62,Xavier Worthy,WR,7,Ryan J,Ryan J,Coby,Coby,1.6576674999999998,1.6576674999999998,2,1.0,True,True,False,7.62,5.96,4,3,3,anchor,16
63,63,Braelon Allen,RB,8,Sam,Sam,James,James,1.6322222222222222,1.6322222222222222,3,1.4438888888888888,True,True,False,8.46,6.83,6,5,5,stars_and_scrubs,16
64,64,Isiah Pacheco,RB,7,James,James,Coby,Coby,1.25,1.25,2,1.0,True,True,False,5.96,4.71,3,2,2,anchor,16
65,65,KC Concepcion,WR,6,Brad,Brad,Coby,Coby,1.2444444444444445,1.2444444444444445,2,1.0,True,True,False,4.71,3.47,2,1,1,anchor,16
